City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Grand Gaube,MU,-20.0064,57.6608,79.38,69,16,7.0,few clouds
350,Brownsville,US,25.9018,-97.4975,67.91,85,1,0.0,clear sky
351,Wyndham,US,37.6985,-77.6125,31.62,70,1,0.0,clear sky
352,Jamsa,FI,61.8642,25.19,38.34,79,92,14.43,overcast clouds
353,Ulan-Ude,RU,51.8261,107.6098,12.09,79,75,2.24,light shower snow
354,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.99,81,75,11.18,light intensity shower rain
355,Longyearbyen,SJ,78.2186,15.6401,6.64,61,0,16.11,clear sky
356,Olafsvik,IS,64.8945,-23.7142,32.83,66,42,15.7,scattered clouds
357,Popondetta,PG,-8.7537,148.2534,88.47,56,43,6.53,scattered clouds
358,Brae,GB,60.3964,-1.353,46.31,64,100,23.82,overcast clouds
359,Padang,ID,-0.9492,100.3543,87.85,56,100,3.29,overcast clouds
360,Mega,ET,4.05,38.3,62.64,53,50,5.37,scattered clouds
361,Alberton,CA,46.8168,-64.0654,35.51,74,100,20.38,overcast clouds
362,Sagua La Grande,CU,22.8067,-80.0756,63.59,67,24,9.84,few clouds
363,Harper,LR,4.375,-7.7169,78.44,87,30,6.2,scattered clouds
364,Parkland,US,47.1554,-122.434,45.12,89,1,6.91,clear sky
365,Floro,NO,61.5996,5.0328,48.16,100,75,24.16,broken clouds
366,Muskegon,US,43.3,-86.1334,37.87,48,40,9.22,scattered clouds
367,Mananara,MG,-16.1667,49.7667,77.25,70,25,1.95,scattered clouds
368,Ambanja,MG,-13.6833,48.45,78.73,83,25,1.57,scattered clouds
369,Srednekolymsk,RU,67.45,153.6833,-13.86,94,100,1.41,overcast clouds
370,Khuzhir,RU,53.1939,107.3397,26.67,78,95,2.57,overcast clouds
371,Vila,PT,42.0304,-8.1588,38.7,81,99,6.15,overcast clouds
372,Puerto Montt,CL,-41.4698,-72.9447,54.43,100,90,6.91,overcast clouds
373,Carbonear,CA,47.7332,-53.2148,45.12,86,100,19.77,overcast clouds
374,Virginia Beach,US,36.8529,-75.978,42.85,48,1,16.11,clear sky
375,Itaberaba,BR,-12.5275,-40.3069,71.42,94,100,1.3,overcast clouds
376,Hochst,AT,47.4593,9.6405,41.0,68,90,3.44,overcast clouds
377,Medvezhyegorsk,RU,62.9167,34.4667,30.13,97,100,8.97,snow
378,Saldanha,ZA,-33.0117,17.9442,60.85,78,98,15.08,overcast clouds
379,Howard Springs,AU,-12.497,131.047,96.98,62,100,9.33,overcast clouds
380,Puerto Escondido,MX,15.85,-97.0667,78.15,72,1,4.36,clear sky
381,Lagoa Santa,BR,-19.6272,-43.8897,74.37,73,0,4.61,clear sky
382,El Alto,PE,-4.2714,-81.2147,63.57,84,42,12.86,scattered clouds
383,Port Shepstone,ZA,-30.7414,30.455,63.72,63,0,20.51,clear sky
384,Avera,US,33.194,-82.5271,37.71,34,0,3.56,clear sky
385,Oussouye,SN,12.485,-16.5469,80.69,89,26,4.65,scattered clouds
386,Maanshan,CN,31.6957,118.4983,57.25,25,1,11.23,clear sky
387,Jiangyou,CN,31.7667,104.7167,54.64,60,70,5.06,broken clouds
388,Tarakan,ID,3.3,117.6333,81.9,78,75,2.3,heavy intensity rain
389,Tucumcari,US,35.1717,-103.725,60.64,29,1,16.11,clear sky
390,Kutum,SD,14.2,24.6667,56.84,26,0,5.95,clear sky
391,Hualmay,PE,-11.0964,-77.6139,65.97,84,100,8.55,overcast clouds
392,Airai,TL,-8.9266,125.4092,74.16,61,61,2.13,broken clouds
393,Suhbaatar,MN,50.2314,106.2078,15.39,73,13,4.12,few clouds
394,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,88,75,23.82,broken clouds
395,Muisne,EC,0.6,-80.0333,73.83,81,99,7.05,overcast clouds
396,Chanute,US,37.6792,-95.4572,57.31,44,1,20.71,clear sky
397,Tahoua,NE,14.8888,5.2692,75.04,20,0,9.57,clear sky
398,Banda Aceh,ID,5.5577,95.3222,83.93,72,97,2.53,overcast clouds
399,Paamiut,GL,61.994,-49.6678,35.47,89,100,44.38,moderate rain
400,Bairiki,KI,1.3292,172.9752,82.4,83,20,6.91,few clouds
401,Moranbah,AU,-22.0016,148.0466,95.77,26,89,3.2,overcast clouds
402,Celestun,MX,20.8667,-90.4,72.86,70,0,12.55,clear sky
403,Iwanai,JP,42.9744,140.5089,32.47,77,100,17.74,light snow
404,Iztapa,GT,13.9333,-90.7075,76.89,76,6,4.16,clear sky
405,Calamar,CO,10.2511,-74.9146,78.75,97,100,4.7,overcast clouds
406,Cocorit,MX,27.5833,-109.9667,68.95,76,99,3.04,overcast clouds
407,Neuquen,AR,-38.9516,-68.0591,67.89,60,0,3.44,clear sky
408,Athabasca,CA,54.7169,-113.2854,8.29,97,86,2.35,overcast clouds
409,Upington,ZA,-28.4478,21.2561,61.18,59,0,4.61,clear sky
410,Cabo San Lucas,MX,22.8909,-109.9124,75.51,77,20,1.01,few clouds
411,Maltahohe,NA,-24.8333,16.9833,62.17,24,2,8.77,clear sky
412,San Cristobal,VE,7.7669,-72.225,68.18,93,74,1.52,broken clouds
413,Acari,PE,-15.4311,-74.6158,68.86,75,100,3.67,overcast clouds
414,Coos Bay,US,43.3665,-124.2179,45.01,99,75,5.75,broken clouds
415,Ann Arbor,US,42.2776,-83.7409,33.28,76,1,3.0,clear sky
416,Constitucion,CL,-35.3333,-72.4167,55.54,88,68,11.36,broken clouds
417,Marsa Matruh,EG,31.3525,27.2453,57.4,94,20,0.0,few clouds
418,Teguldet,RU,57.3064,88.1667,23.27,89,95,10.67,overcast clouds
419,Usakos,NA,-22.0,15.6,64.63,37,0,3.89,clear sky
420,Krasnokamensk,RU,50.0979,118.0369,10.09,53,9,4.5,clear sky
421,Ostrovnoy,RU,68.0531,39.5131,29.59,61,100,20.31,overcast clouds
422,Erzurum,TR,40.0,41.5,26.28,85,78,3.89,broken clouds
423,Elko,US,41.0002,-115.5012,34.23,55,6,8.99,clear sky
424,Shitkino,RU,56.3703,98.3543,26.71,83,94,4.72,overcast clouds
425,Egvekinot,RU,66.3167,-179.1667,-4.95,66,29,6.69,scattered clouds
426,Suntar,RU,62.1444,117.6319,-3.46,87,6,5.53,clear sky
427,Muli,MV,2.9167,73.5667,82.56,70,100,18.34,overcast clouds
428,Ofunato,JP,39.0717,141.7167,40.15,70,77,11.61,broken clouds
429,Margate,GB,51.3813,1.3862,44.69,90,5,1.01,clear sky
430,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.36,96,71,2.13,broken clouds
431,Vestmanna,FO,62.1564,-7.1664,40.12,65,75,21.85,broken clouds
432,Salinopolis,BR,-0.6136,-47.3561,79.5,85,83,8.63,broken clouds
433,Ust-Kulom,RU,61.6864,53.6902,12.74,94,100,6.87,overcast clouds
434,Tipuani,BO,-15.5648,-68.0185,70.27,90,99,2.24,overcast clouds
435,Inhambane,MZ,-23.865,35.3833,71.58,83,40,10.36,scattered clouds
436,Sorong,ID,-0.8833,131.25,85.41,72,39,7.96,light rain
437,Vikhorevka,RU,56.1201,101.1636,24.39,80,87,4.56,overcast clouds
438,Coquimbo,CL,-29.9533,-71.3436,58.73,88,90,5.75,overcast clouds
439,Suruc,TR,36.9761,38.425,52.0,66,100,2.35,overcast clouds
440,Guerrero Negro,MX,27.9769,-114.0611,64.63,83,100,10.74,overcast clouds
441,Dunedin,NZ,-45.8742,170.5036,58.84,68,100,8.86,overcast clouds
442,Karratha,AU,-20.7377,116.8463,92.39,28,100,21.65,overcast clouds
443,Tomelloso,ES,39.1522,-3.0243,37.53,89,100,8.14,overcast clouds
444,Kampot,KH,10.6167,104.1833,82.45,71,100,14.07,light rain
445,Umarkot,PK,25.3616,69.7362,74.48,50,6,8.16,clear sky
446,Elena,BG,42.9333,25.8833,44.98,93,97,2.08,overcast clouds
447,Rovinj,HR,45.08,13.64,43.29,50,10,4.65,clear sky
448,Salalah,OM,17.0151,54.0924,80.69,29,0,11.5,clear sky
449,Opuwo,NA,-18.0607,13.84,65.1,25,0,5.66,clear sky
450,Cairns,AU,-16.9167,145.7667,98.06,65,43,6.91,scattered clouds
451,Sulangan,PH,11.1373,123.7228,81.91,81,100,12.93,overcast clouds
452,Abu Samrah,SY,35.3029,37.1841,56.61,55,97,5.75,overcast clouds
453,Den Helder,NL,52.9599,4.7593,48.18,88,90,5.01,overcast clouds
454,Mandera,KE,3.9366,41.867,76.51,68,14,8.63,few clouds
455,Bikaner,IN,28.0167,73.3,75.36,10,0,8.46,clear sky
456,Sosnovo-Ozerskoye,RU,52.5249,111.5418,9.66,87,100,3.42,overcast clouds
457,Mach,PK,29.8637,67.3298,67.86,26,12,6.89,few clouds
458,Entre Rios,BR,-11.9419,-38.0844,71.96,97,42,1.86,scattered clouds
459,Tieling,CN,42.2931,123.8414,27.16,35,2,9.55,clear sky
460,Nivala,FI,63.9167,24.9667,30.18,93,100,10.85,overcast clouds
461,Beira,MZ,-19.8436,34.8389,78.89,89,75,3.44,light rain
462,Novyy Urengoy,RU,66.0833,76.6333,7.88,95,100,9.48,overcast clouds
463,Ishigaki,JP,24.3448,124.1572,71.73,64,75,17.27,broken clouds
464,Ginda,IN,30.6945,78.4932,59.85,18,0,4.25,clear sky
465,Santa Rosa,PH,14.3122,121.1114,89.11,71,77,14.99,broken clouds
466,Itaueira,BR,-7.6033,-43.0256,75.6,74,85,4.12,overcast clouds
467,Vardo,NO,70.3705,31.1107,19.6,72,100,8.84,light snow
468,College,US,64.8569,-147.8028,-0.74,67,20,5.75,few clouds
469,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,75.56,79,100,4.0,heavy intensity rain
470,Huarmey,PE,-10.0681,-78.1522,67.14,82,100,6.53,overcast clouds
471,Luderitz,NA,-26.6481,15.1594,60.98,72,68,15.1,broken clouds
472,Stranda,NO,62.3096,6.9358,47.79,100,100,8.03,overcast clouds
473,Champerico,GT,14.3,-91.9167,78.35,77,13,1.88,few clouds
474,Lawton,US,34.6087,-98.3903,63.07,39,90,12.66,overcast clouds
475,Iqaluit,CA,63.7506,-68.5145,29.93,74,75,4.0,broken clouds
476,Moose Factory,CA,51.2585,-80.6094,23.0,86,90,12.66,overcast clouds
477,Kuito,AO,-12.3833,16.9333,59.5,77,83,3.27,broken clouds
478,Shimoda,JP,34.6667,138.95,57.56,64,4,34.63,clear sky
479,Tezu,IN,27.9167,96.1667,75.02,47,64,3.4,broken clouds
480,Bassano,CA,50.7834,-112.4685,26.96,72,100,9.62,overcast clouds
481,Ikot Ekpene,NG,5.1794,7.7108,73.67,95,100,3.62,overcast clouds
482,Saint-Francois,FR,46.4154,3.9054,30.67,96,90,1.14,overcast clouds
483,Bourail,NC,-21.5667,165.4833,80.67,65,100,9.28,light rain
484,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.44,91,22,7.58,few clouds
485,Kondinskoye,RU,59.6481,67.41,3.16,94,97,8.01,overcast clouds
486,Benjamin Hill,MX,30.1667,-111.1,64.17,55,100,7.05,overcast clouds
487,Diu,IN,20.7141,70.9822,82.53,58,14,6.96,few clouds
488,Poquoson,US,37.1224,-76.3458,42.84,58,1,5.75,clear sky
489,Tevaitoa,PF,-16.7833,-151.5,81.3,70,60,3.44,broken clouds
490,Lashio,MM,22.9333,97.75,72.19,64,10,1.95,clear sky
491,Morayfield,AU,-27.1167,152.95,84.42,78,99,9.24,overcast clouds
492,Mayo,US,38.8876,-76.5119,37.94,57,1,4.0,clear sky
493,Whitehorse,CA,60.7161,-135.0538,7.57,84,40,11.01,light snow
494,Kushima,JP,31.4583,131.2333,59.04,56,52,10.8,broken clouds
495,Altay,CN,47.8667,88.1167,32.83,90,100,2.24,snow
496,Racale,IT,39.9631,18.0938,52.84,81,36,12.44,scattered clouds
497,Kahului,US,20.8947,-156.47,80.62,68,40,8.05,scattered clouds
498,Aksay,RU,47.26,39.87,39.25,94,100,8.01,overcast clouds
499,Jijiga,ET,9.35,42.8,60.89,29,74,10.6,broken clouds
500,Shiraz,IR,29.6036,52.5388,40.44,81,0,0.0,clear sky
501,Chapais,CA,49.7834,-74.8492,11.98,99,72,3.11,broken clouds
502,Channel-Port Aux Basques,CA,47.5702,-59.1367,50.97,94,100,45.16,heavy intensity rain
503,Guayaramerin,BO,-10.8368,-65.3614,73.44,98,100,2.57,overcast clouds
504,Piacabucu,BR,-10.4056,-36.4344,78.08,82,47,12.28,scattered clouds
505,Naifaru,MV,5.4444,73.3657,81.41,71,100,15.3,overcast clouds
506,The Pas,CA,53.8251,-101.2541,5.02,72,90,19.57,overcast clouds
507,Cartagena,CO,10.3997,-75.5144,78.42,94,75,2.3,light intensity drizzle
508,Alice Springs,AU,-23.7,133.8833,74.75,53,40,16.11,scattered clouds
509,Saint-Augustin,CA,51.226,-58.6502,41.14,98,100,15.84,overcast clouds
510,Hoquiam,US,46.9809,-123.8893,47.93,85,75,3.44,broken clouds
511,Jizan,SA,17.3333,42.6667,77.94,73,4,2.46,clear sky
512,Mehamn,NO,71.0357,27.8492,17.55,73,0,9.22,clear sky
513,At-Bashi,KG,41.1702,75.8106,25.95,45,36,1.03,scattered clouds
514,Provideniya,RU,64.3833,-173.3,8.71,52,2,0.0,clear sky
515,Florianopolis,BR,-27.6146,-48.5012,71.62,72,40,14.97,scattered clouds
516,Novobirilyussy,RU,56.9514,90.6661,25.41,85,99,10.49,overcast clouds
517,Maragogi,BR,-9.0122,-35.2225,77.95,79,27,9.08,scattered clouds
518,Grand Baie,MU,-20.0182,57.5802,80.46,69,16,7.0,few clouds
519,Sola,VU,-13.8833,167.55,79.47,78,90,0.0,light rain
520,Bol,TD,13.4586,14.7147,77.25,41,53,14.5,broken clouds
521,Hammond,US,41.5834,-87.5,38.25,58,1,8.01,clear sky
522,Kastamonu,TR,41.5,33.6667,42.4,90,100,6.29,overcast clouds
523,Wanaka,NZ,-44.7,169.15,76.1,37,87,1.99,overcast clouds
524,Camopi,GF,3.1655,-52.3158,70.65,99,96,2.35,overcast clouds
525,Lasa,IT,46.6166,10.7002,36.48,57,3,0.31,clear sky
526,Machala,EC,-3.2667,-79.9667,69.37,87,91,3.51,overcast clouds
527,Shizunai,JP,42.3339,142.3669,38.53,69,100,29.86,light rain
528,Villa Carlos Paz,AR,-31.4241,-64.4978,71.38,68,2,1.99,clear sky
529,Havelock,US,34.8791,-76.9013,41.94,81,0,5.61,clear sky
530,Bathsheba,BB,13.2167,-59.5167,79.41,89,40,16.11,scattered clouds
531,Atar,MR,20.5169,-13.0499,77.76,37,69,6.31,broken clouds
532,Chiang Khong,TH,20.2613,100.4046,75.52,90,97,1.52,overcast clouds
533,Kearney,US,40.6995,-99.0815,54.64,48,1,8.99,clear sky
534,Zhangye,CN,38.9342,100.4517,46.53,11,0,8.46,clear sky
535,Hongjiang,CN,27.11,109.9956,60.66,51,52,2.13,broken clouds
536,Griffith,US,41.5284,-87.4237,38.03,58,1,1.01,clear sky
537,Caceres,ES,39.522,-6.3748,43.81,93,99,5.21,overcast clouds
538,Shenjiamen,CN,29.9576,122.298,51.98,43,10,5.37,clear sky
539,Yendi,GH,9.4427,-0.0099,76.55,51,100,4.45,overcast clouds
540,Rawson,AR,-43.3002,-65.1023,69.22,45,34,24.45,scattered clouds
541,Tahlequah,US,35.9154,-94.97,56.43,47,1,9.22,clear sky
542,Krasnoselkup,RU,65.7,82.4667,13.91,96,100,8.41,overcast clouds
543,Listvyagi,RU,53.6772,86.951,24.78,86,77,14.7,broken clouds
544,Kieta,PG,-6.2167,155.6333,85.42,69,78,5.55,broken clouds
545,Walcz,PL,53.2779,16.4712,41.11,82,100,11.86,overcast clouds
546,Tevriz,RU,57.509,72.4042,16.5,92,100,9.51,overcast clouds
547,Gizo,SB,-8.103,156.8419,86.31,66,97,4.65,light rain
548,Goba,ET,7.0167,39.9833,48.58,61,5,3.83,clear sky
549,Lamesa,US,32.7376,-101.951,58.51,49,100,18.81,overcast clouds
550,Goderich,CA,43.7501,-81.7165,30.52,69,12,9.22,few clouds
551,Gloversville,US,43.0528,-74.3438,27.95,76,1,1.99,clear sky
552,Kapuskasing,CA,49.4169,-82.4331,24.8,86,75,12.66,broken clouds
553,Balkanabat,TM,39.5108,54.3671,53.53,52,0,5.59,clear sky
554,Namibe,AO,-15.1961,12.1522,68.77,72,3,5.93,clear sky
555,Petit Goave,HT,18.4314,-72.8669,75.38,80,51,3.04,broken clouds
556,Sorland,NO,67.667,12.6934,34.63,64,100,25.64,overcast clouds
557,Oranjestad,AW,12.524,-70.027,80.55,78,20,10.36,few clouds
558,Kudowa-Zdroj,PL,50.443,16.244,39.81,86,100,2.55,overcast clouds
559,Mabaruma,GY,8.2,-59.7833,72.75,99,92,2.17,overcast clouds
560,Banepa,NP,27.6298,85.5214,57.52,82,20,0.0,mist
561,Hunterville,NZ,-39.9333,175.5667,66.7,35,0,8.1,clear sky
562,Guangyuan,CN,32.442,105.823,55.62,58,33,2.64,scattered clouds
563,Andra,RU,62.5147,65.8878,-3.28,100,100,4.7,overcast clouds
564,Maniitsoq,GL,65.4167,-52.9,33.01,97,100,47.2,snow
565,Kortkeros,RU,61.8106,51.5806,14.0,96,100,5.97,overcast clouds
566,Gilbues,BR,-9.8317,-45.3439,72.39,92,72,1.68,broken clouds
567,Zhangjiakou,CN,40.81,114.8794,34.95,38,1,8.81,clear sky
568,Phan Thiet,VN,10.9333,108.1,85.69,64,98,12.75,overcast clouds
569,Okha,RU,53.5739,142.9478,34.16,76,15,13.91,few clouds
570,Terrace,CA,54.5163,-128.6035,37.31,93,75,9.22,light rain
571,Ronneby,SE,56.21,15.276,41.5,100,90,4.61,overcast clouds
572,Machali,CL,-34.1833,-70.6667,59.31,76,0,1.32,clear sky
573,Baijiantan,CN,45.6333,85.1833,34.43,47,97,4.5,overcast clouds
574,Chintamani,IN,13.4,78.0667,75.36,73,89,6.85,overcast clouds
575,Ahipara,NZ,-35.1667,173.1667,62.89,85,73,2.24,broken clouds
576,Kabin Buri,TH,13.9511,101.7177,80.02,64,90,8.7,overcast clouds
577,Iranshahr,IR,27.2025,60.6848,61.14,27,0,6.91,clear sky
578,Maxixe,MZ,-23.8597,35.3472,71.42,83,40,10.0,scattered clouds
579,Antofagasta,CL,-23.65,-70.4,60.08,75,69,2.26,broken clouds
580,Xuanhua,CN,40.6103,115.0447,38.3,32,0,8.7,clear sky
581,Vyyezdnoye,RU,55.3815,43.7864,13.28,96,98,7.78,overcast clouds
582,Seidu,SL,9.0167,-10.6,67.3,65,2,0.81,clear sky
583,Waddan,LY,29.1614,16.139,64.72,53,87,6.15,overcast clouds
584,Mandalgovi,MN,45.7625,106.2708,30.51,25,56,11.43,broken clouds
585,Vilhena,BR,-12.7406,-60.1458,70.0,94,63,2.39,broken clouds
586,Gayny,RU,60.3071,54.3241,16.74,92,100,8.1,overcast clouds
587,Yenotayevka,RU,47.2456,47.0281,32.45,97,100,16.51,snow
588,Dondo,MZ,-19.6094,34.7431,78.31,85,95,2.01,light rain
589,Kirakira,SB,-10.4544,161.9205,82.85,76,100,14.07,moderate rain
590,Guarda,PT,40.5373,-7.2658,32.23,96,100,3.51,overcast clouds
591,Batemans Bay,AU,-35.7167,150.1833,74.19,68,100,9.95,light rain
592,Port Lincoln,AU,-34.7333,135.8667,69.84,71,73,12.26,light rain
593,Balabac,PH,7.9868,117.0645,84.74,74,94,17.0,light rain
594,Sambava,MG,-14.2667,50.1667,78.01,69,31,2.71,scattered clouds
595,Pampa,US,35.5362,-100.9599,64.06,41,1,20.71,clear sky
596,Nuuk,GL,64.1835,-51.7216,34.41,100,75,57.53,light snow
597,Filingue,NE,14.3521,3.3168,77.68,18,0,10.0,clear sky
598,Caravelas,BR,-17.7125,-39.2481,69.4,94,28,2.82,scattered clouds
599,Kosterevo,RU,55.9299,39.6144,16.74,84,40,6.87,scattered clouds
600,Tabou,CI,4.423,-7.3528,78.53,87,19,6.4,few clouds
601,Svetlaya,RU,46.5389,138.3297,24.19,52,97,7.72,overcast clouds
602,Moerai,PF,-22.4333,-151.3333,74.14,62,67,4.16,broken clouds
603,Salani,IN,29.957,79.7127,60.73,34,0,3.29,clear sky
604,Ballina,AU,-28.8667,153.5667,77.04,84,90,17.27,overcast clouds
605,Krasnyy Kut,RU,50.95,46.9667,18.91,76,75,6.42,broken clouds
606,Verkhoyansk,RU,67.5447,133.385,-38.83,100,36,2.01,scattered clouds
607,Buin,CL,-33.7333,-70.75,70.74,76,0,2.19,clear sky
608,Ciudad Bolivar,VE,8.1222,-63.5497,80.31,74,99,10.4,overcast clouds
609,Agnibilekrou,CI,7.1344,-3.2047,70.43,100,64,2.39,broken clouds
610,Rio Grande,BR,-32.035,-52.0986,60.44,70,0,6.71,clear sky
611,Elban,RU,50.1018,136.5094,17.15,85,100,1.3,overcast clouds
612,Orchard Homes,US,46.8633,-114.0484,32.59,91,90,1.01,mist
613,Baykit,RU,61.67,96.37,21.9,96,100,4.36,snow
614,Comodoro Rivadavia,AR,-45.8667,-67.5,69.66,23,0,17.27,clear sky
615,Tallahassee,US,30.4383,-84.2807,51.64,83,1,0.0,clear sky
616,Anadyr,RU,64.75,177.4833,-16.01,75,0,8.95,clear sky
617,Russell,US,32.3502,-85.1999,38.8,64,1,0.0,clear sky
618,Alexandria,EG,31.2156,29.9553,59.54,94,28,0.0,mist
619,Tsagan Aman,RU,47.5639,46.7218,31.93,95,100,12.64,light snow
620,Bure,ET,10.7,37.0667,54.14,69,79,3.44,broken clouds
621,Buraydah,SA,26.326,43.975,55.85,55,0,8.19,clear sky
622,Muros,ES,42.7762,-9.0603,53.1,70,11,14.38,few clouds
623,Itoman,JP,26.1247,127.6694,70.57,52,40,12.66,scattered clouds
624,Irbeyskoye,RU,55.6428,95.4522,31.51,79,100,13.94,overcast clouds
625,Sar-E Pul,AF,35.8333,66.1667,48.09,58,64,3.89,broken clouds
626,Gunjur,GM,13.2019,-16.7339,77.07,94,0,0.0,clear sky
627,Flin Flon,CA,54.7682,-101.865,-1.26,85,88,8.88,overcast clouds
628,Isangel,VU,-19.55,169.2667,80.71,83,90,5.75,light rain
629,Kostomuksha,RU,64.571,30.5767,25.41,97,100,4.23,light snow
630,Kachhwa,IN,25.2167,82.7167,58.98,26,4,1.61,clear sky
631,Laguna De Perlas,NI,12.3429,-83.6712,75.92,88,100,10.13,overcast clouds
632,Ahuimanu,US,21.4447,-157.8378,82.11,63,40,4.61,scattered clouds
633,Santa Cruz Del Sur,CU,20.7147,-77.9956,71.44,81,97,12.82,overcast clouds
634,Aksarka,RU,66.5606,67.7975,0.03,98,100,3.31,overcast clouds
635,Yanam,IN,16.7333,82.2167,84.6,73,30,8.23,scattered clouds
636,Paraiso,CR,9.8383,-83.8656,67.06,97,100,2.93,overcast clouds
637,Pringsewu,ID,-5.3582,104.9744,77.45,85,100,3.58,overcast clouds
638,Xuddur,SO,4.1213,43.8894,71.94,72,42,7.4,scattered clouds
639,Summerside,CA,46.3959,-63.7876,36.03,86,100,12.66,overcast clouds
640,Bambanglipuro,ID,-7.95,110.2833,82.87,76,96,6.17,overcast clouds
641,Namatanai,PG,-3.6667,152.4333,85.23,69,51,12.15,light rain
642,Sroda Wielkopolska,PL,52.2284,17.2762,42.06,84,100,9.78,overcast clouds
643,Yagodnoye,RU,62.55,149.6667,-21.44,97,41,2.53,scattered clouds
644,Mozarlandia,BR,-14.7447,-50.5706,74.86,88,100,3.42,overcast clouds
645,Santa Maria,BR,-29.6842,-53.8069,65.5,68,0,14.97,clear sky
646,Chegdomyn,RU,51.1167,133.0167,30.43,72,49,4.94,scattered clouds
647,Muswellbrook,AU,-32.2667,150.9,74.88,68,100,4.81,overcast clouds
648,Tambacounda,SN,13.7539,-13.7586,75.25,73,0,4.61,clear sky
649,Vagur,FO,61.4732,-6.8119,43.84,59,66,32.46,broken clouds
650,Cap-Aux-Meules,CA,47.3821,-61.8597,41.05,87,90,27.63,overcast clouds
651,Issoire,FR,45.55,3.25,38.46,92,38,3.02,scattered clouds
652,Aguimes,ES,27.9054,-15.4461,63.23,83,20,5.75,few clouds
653,Washougal,US,45.5826,-122.3534,45.1,93,20,0.0,few clouds
654,Morant Bay,JM,17.8815,-76.4093,80.22,80,51,4.03,broken clouds
655,Guane,CU,22.2025,-84.0875,65.5,78,30,7.02,scattered clouds
656,Baruun-Urt,MN,46.6806,113.2792,14.13,71,44,3.62,scattered clouds
657,Ambilobe,MG,-13.2,49.05,78.19,71,65,3.06,broken clouds
658,Lakhipur,IN,26.0299,90.3041,71.58,68,0,10.04,clear sky
659,Chapeco,BR,-27.0964,-52.6183,71.35,68,0,11.5,clear sky
660,Cairo,EG,30.0626,31.2497,61.56,88,2,2.3,clear sky
661,Holly Springs,US,35.6513,-78.8336,32.7,78,0,5.55,clear sky
662,Ketchikan,US,55.3422,-131.6461,37.38,87,90,0.0,overcast clouds
663,Muborak,UZ,39.2553,65.1528,56.26,44,95,8.59,overcast clouds
664,Manadhoo,MV,5.7667,73.3833,81.5,72,100,14.52,overcast clouds
665,Wanning,CN,18.8003,110.3967,73.89,68,66,14.36,broken clouds
666,Methoni,GR,36.8197,21.7049,55.22,78,10,3.51,clear sky
