City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Aykhal,RU,2021-11-20 22:01:29,66.0,111.5,-20.13,100,64,5.39
294,Kununurra,AU,2021-11-20 22:01:29,-15.7667,128.7333,82.38,83,74,8.05
295,Yerakion,GR,2021-11-20 22:01:30,37.0,22.7,52.29,65,2,5.28
296,Huadian,CN,2021-11-20 22:01:30,42.9633,126.7478,26.01,87,100,4.52
297,Jinchang,CN,2021-11-20 22:01:30,38.4953,102.1739,20.26,66,29,9.37
298,Soe,ID,2021-11-20 22:01:31,-9.8607,124.284,70.7,80,99,2.17
299,Pevek,RU,2021-11-20 21:59:46,69.7008,170.3133,-11.63,99,81,3.87
300,Naze,JP,2021-11-20 22:01:31,28.3667,129.4833,70.72,75,100,13.67
301,Hovd,MN,2021-11-20 22:01:31,48.0056,91.6419,6.66,37,6,1.14
302,Pangnirtung,CA,2021-11-20 22:01:32,66.1451,-65.7125,5.65,82,82,4.36
303,Goderich,CA,2021-11-20 22:01:32,43.7501,-81.7165,39.9,88,100,19.24
304,Filingue,NE,2021-11-20 22:01:32,14.3521,3.3168,82.99,16,2,9.89
305,Burnie,AU,2021-11-20 22:01:33,-41.0667,145.9167,57.94,66,95,3.04
306,Venice,US,2021-11-20 22:00:40,27.0998,-82.4543,75.22,84,90,18.41
307,Klaksvik,FO,2021-11-20 22:01:33,62.2266,-6.589,40.12,74,100,30.8
308,Maksatikha,RU,2021-11-20 22:01:33,57.797,35.8825,33.15,86,100,11.54
309,Katsuura,JP,2021-11-20 22:01:34,35.1333,140.3,55.51,72,20,7.67
310,Berezovyy,RU,2021-11-20 22:01:34,51.6667,135.7,2.86,98,48,3.06
311,Bossangoa,CF,2021-11-20 22:01:34,6.4926,17.4552,77.22,62,53,3.22
312,Padre Bernardo,BR,2021-11-20 22:01:35,-15.35,-48.5,74.14,78,89,2.17
313,Seda,LV,2021-11-20 22:01:35,57.65,25.75,40.32,81,100,8.77
314,Blackfoot,US,2021-11-20 22:01:35,43.1905,-112.345,40.55,67,100,8.48
315,Taseyevo,RU,2021-11-20 22:01:36,57.2169,94.8978,10.36,94,100,3.78
316,Quatre Cocos,MU,2021-11-20 22:01:36,-20.2078,57.7625,76.08,68,2,8.9
317,Luanda,AO,2021-11-20 22:02:14,-8.8368,13.2343,78.3,83,99,7.83
318,Chapais,CA,2021-11-20 22:03:37,49.7834,-74.8492,29.98,86,100,12.15
319,Great Yarmouth,GB,2021-11-20 22:03:37,52.6083,1.7305,50.23,82,69,13.53
320,Nagua,DO,2021-11-20 22:03:37,19.3832,-69.8474,83.44,83,20,9.22
321,Khandyga,RU,2021-11-20 22:03:38,62.6667,135.6,-30.08,100,93,2.57
322,Valparaiso,CL,2021-11-20 21:59:43,-33.0393,-71.6273,66.43,70,0,9.22
323,Sakakah,SA,2021-11-20 22:03:38,29.9697,40.2064,60.17,36,87,7.81
324,Ormara,PK,2021-11-20 22:03:38,25.2088,64.6357,74.5,34,0,6.44
325,Fort Saint James,CA,2021-11-20 22:03:39,54.4333,-124.25,30.94,86,100,3.51
326,Mountain Home,US,2021-11-20 21:59:31,43.133,-115.6912,47.41,53,27,15.32
327,Provideniya,RU,2021-11-20 22:03:40,64.3833,-173.3,6.48,72,6,7.4
328,Isangel,VU,2021-11-20 22:03:40,-19.55,169.2667,80.71,78,75,3.44
329,Kapit,MY,2021-11-20 22:03:40,2.0167,112.9333,74.64,92,100,1.19
330,Haines Junction,CA,2021-11-20 22:03:41,60.7522,-137.5108,-7.94,89,100,1.63
331,Sao Borja,BR,2021-11-20 22:03:41,-28.6606,-56.0044,75.94,39,0,7.31
332,La Fleche,FR,2021-11-20 22:03:42,47.6982,-0.0755,43.05,80,97,3.87
333,Saint-Francois,FR,2021-11-20 22:03:42,46.4154,3.9054,40.48,99,90,2.3
334,Kilindoni,TZ,2021-11-20 22:03:43,-7.9139,39.6668,80.11,70,69,12.17
335,Nacala,MZ,2021-11-20 22:03:43,-14.5428,40.6728,75.72,86,4,5.84
336,Mehamn,NO,2021-11-20 22:03:43,71.0357,27.8492,29.07,68,100,24.76
337,Mago,RU,2021-11-20 22:03:43,53.2514,140.1822,10.26,96,100,3.91
338,Fuerte Olimpo,PY,2021-11-20 22:03:44,-21.0415,-57.8738,82.42,47,8,6.29
339,Kruisfontein,ZA,2021-11-20 22:03:44,-34.0033,24.7314,61.88,80,98,12.3
340,Bubaque,GW,2021-11-20 22:03:44,11.2833,-15.8333,83.98,71,22,12.01
341,Bereznik,RU,2021-11-20 22:03:45,62.8551,42.7072,21.49,97,89,3.15
342,Yuza,JP,2021-11-20 22:03:45,39.0,139.9167,43.57,78,91,4.88
343,Anshun,CN,2021-11-20 22:03:46,26.25,105.9333,48.15,91,100,7.47
344,Bismarck,US,2021-11-20 22:00:08,46.8083,-100.7837,43.83,43,20,8.99
345,Luoyang,CN,2021-11-20 22:03:46,34.6836,112.4536,49.28,52,25,12.53
346,Nemuro,JP,2021-11-20 22:03:46,43.3236,145.575,37.47,71,68,9.93
347,Tual,ID,2021-11-20 22:03:47,-5.6667,132.75,84.38,73,93,6.69
348,Broome,US,2021-11-20 22:03:47,42.2506,-75.833,41.63,64,1,1.01
349,Bela,IN,2021-11-20 22:03:47,25.9333,81.9833,65.21,52,19,5.91
350,Lima,PE,2021-11-20 22:00:02,-12.0432,-77.0282,69.91,73,99,10.38
351,Port Augusta,AU,2021-11-20 22:03:48,-32.5,137.7667,58.71,64,0,17.31
352,Karratha,AU,2021-11-20 22:03:48,-20.7377,116.8463,79.0,60,95,11.43
353,Sassandra,CI,2021-11-20 22:03:48,4.95,-6.0833,78.91,90,12,5.08
354,Belonia,IN,2021-11-20 22:03:49,23.2528,91.4514,63.59,74,10,2.39
355,Kalat,PK,2021-11-20 22:01:22,29.0225,66.5916,38.7,30,0,1.48
356,Hvolsvollur,IS,2021-11-20 22:03:49,63.7533,-20.2243,26.82,64,80,6.82
357,Nicolas Bravo,MX,2021-11-20 22:03:49,18.45,-88.9167,81.48,95,62,2.53
358,Te Anau,NZ,2021-11-20 22:03:50,-45.4167,167.7167,51.94,93,100,2.04
359,Sinop,TR,2021-11-20 22:03:50,41.7711,34.8709,44.82,75,98,3.8
360,Hualmay,PE,2021-11-20 21:59:57,-11.0964,-77.6139,67.59,79,93,10.92
361,Verkhnyaya Toyma,RU,2021-11-20 22:03:50,62.2349,44.9985,20.16,98,96,2.26
362,Rocha,UY,2021-11-20 22:03:51,-34.4833,-54.3333,63.14,69,0,4.81
363,Neiafu,TO,2021-11-20 22:03:51,-18.65,-173.9833,84.88,74,20,9.22
364,Arman,RU,2021-11-20 22:03:51,59.7,150.1667,16.68,78,100,11.97
365,Chitradurga,IN,2021-11-20 22:05:52,14.2333,76.4,69.1,94,100,4.68
366,Nichinan,JP,2021-11-20 22:05:52,31.6,131.3667,51.48,74,100,6.24
367,Ulaanbaatar,MN,2021-11-20 22:05:52,47.9077,106.8832,3.33,72,75,11.18
368,Lieksa,FI,2021-11-20 22:05:53,63.3167,30.0167,31.33,79,98,12.15
369,Yulara,AU,2021-11-20 22:05:53,-25.2406,130.9889,67.84,68,90,16.11
370,Huarmey,PE,2021-11-20 22:05:54,-10.0681,-78.1522,68.14,79,97,10.69
371,Khanpur,PK,2021-11-20 22:05:54,28.6453,70.6567,65.91,16,0,6.64
372,Tumen,CN,2021-11-20 22:05:54,42.9661,129.8425,29.8,66,100,1.19
373,Ingham,US,2021-11-20 22:05:55,42.6,-84.3833,40.48,75,40,4.61
374,Port Blair,IN,2021-11-20 22:05:55,11.6667,92.75,81.46,84,92,10.8
375,Tecolutla,MX,2021-11-20 22:05:55,20.4833,-97.0167,84.06,73,24,8.39
376,West Wendover,US,2021-11-20 22:03:09,40.7391,-114.0733,49.21,43,1,8.05
377,Cochrane,CA,2021-11-20 22:05:56,51.1834,-114.4687,29.43,60,52,13.44
378,Shizunai,JP,2021-11-20 22:05:57,42.3339,142.3669,39.42,66,29,3.65
379,Sao Felix Do Xingu,BR,2021-11-20 22:05:57,-6.6447,-51.995,76.59,87,61,1.23
380,Soma,TR,2021-11-20 22:05:58,39.1855,27.6094,50.18,86,4,7.23
381,Pimentel,PE,2021-11-20 22:05:58,-6.8367,-79.9342,70.09,68,20,21.85
382,Saldanha,ZA,2021-11-20 22:05:58,-33.0117,17.9442,63.63,76,90,14.58
383,Shangrao,CN,2021-11-20 22:05:59,28.4532,117.9686,61.47,92,100,2.59
384,Colac,AU,2021-11-20 22:05:59,-38.3333,143.5833,57.0,60,81,6.53
385,San Andres,CO,2021-11-20 22:06:00,12.5847,-81.7006,80.62,89,75,12.66
386,Sao Filipe,CV,2021-11-20 22:06:00,14.8961,-24.4956,78.91,80,100,4.56
387,Vestmannaeyjar,IS,2021-11-20 22:06:00,63.4427,-20.2734,33.87,65,98,15.97
388,Chicama,PE,2021-11-20 22:06:01,-7.8447,-79.1469,70.68,68,99,9.64
389,Tokmak,UA,2021-11-20 22:06:01,47.2514,35.7058,44.49,70,87,12.46
390,San Vicente De Canete,PE,2021-11-20 22:06:01,-13.0751,-76.3835,67.35,79,100,7.16
391,Outram,MY,2021-11-20 22:06:02,1.2829,103.8379,78.82,94,75,0.0
392,Tecate,MX,2021-11-20 22:06:02,32.5667,-116.6333,74.82,40,100,4.05
393,Kutum,SD,2021-11-20 22:06:02,14.2,24.6667,64.04,29,0,8.77
394,Sur,OM,2021-11-20 22:06:03,22.5667,59.5289,73.56,58,0,7.47
395,Chara,RU,2021-11-20 22:06:03,56.9064,118.2631,0.14,98,100,0.43
396,Bandarbeyla,SO,2021-11-20 22:06:03,9.4942,50.8122,76.15,74,12,6.29
397,Batemans Bay,AU,2021-11-20 22:06:04,-35.7167,150.1833,61.2,92,100,6.11
398,Tazovskiy,RU,2021-11-20 22:06:04,67.4667,78.7,-3.62,93,100,20.8
399,Taggia,IT,2021-11-20 22:06:04,43.8485,7.8545,60.82,73,3,2.37
400,Faya,SA,2021-11-20 22:06:05,18.3851,42.4509,50.52,59,0,3.53
401,Mapastepec,MX,2021-11-20 22:06:05,15.4333,-92.9,85.51,63,6,3.56
402,Suzun,RU,2021-11-20 22:06:05,53.7841,82.3116,11.53,85,100,4.9
403,Hasaki,JP,2021-11-20 22:06:06,35.7333,140.8333,46.8,59,93,8.01
404,Sioux Lookout,CA,2021-11-20 22:06:06,50.1001,-91.917,28.31,87,32,8.57
405,Medvezhyegorsk,RU,2021-11-20 22:06:06,62.9167,34.4667,27.03,93,87,7.36
406,Kaputa,ZM,2021-11-20 22:06:07,-8.4689,29.6619,71.74,71,96,4.7
407,Roma,US,2021-11-20 22:06:07,43.2128,-75.4557,42.66,71,1,4.61
408,Bukoba,TZ,2021-11-20 22:06:07,-1.3317,31.8122,66.94,83,56,3.27
409,Vestmanna,FO,2021-11-20 22:06:08,62.1564,-7.1664,38.32,75,75,31.07
410,Dong Hoi,VN,2021-11-20 22:06:08,17.4833,106.6,74.12,94,56,3.36
411,Preston,GB,2021-11-20 22:02:30,53.7667,-2.7167,49.98,87,80,13.18
412,Namie,JP,2021-11-20 22:06:08,37.4833,141.0,39.74,74,62,4.07
413,Nelson Bay,AU,2021-11-20 22:08:09,-32.7167,152.15,64.99,95,100,2.71
414,Geraldton,AU,2021-11-20 22:08:09,-28.7667,114.6,64.81,82,75,5.75
415,Dum Dum,IN,2021-11-20 22:08:09,22.6222,88.4169,75.16,83,11,4.61
416,Waddan,LY,2021-11-20 22:08:10,29.1614,16.139,60.69,66,4,9.98
417,Kaeo,NZ,2021-11-20 22:08:10,-35.1,173.7833,72.32,80,66,7.7
418,Loralai,PK,2021-11-20 22:08:10,30.3705,68.598,46.98,31,0,2.84
419,Faanui,PF,2021-11-20 22:08:11,-16.4833,-151.75,80.65,74,25,18.03
420,Lavrentiya,RU,2021-11-20 22:08:11,65.5833,-171.0,0.03,84,1,6.17
421,Qui Nhon,VN,2021-11-20 22:08:11,13.7667,109.2333,74.68,84,100,5.68
422,Inirida,CO,2021-11-20 22:08:11,3.8653,-67.9239,74.19,98,100,2.46
423,Stanger,ZA,2021-11-20 22:08:12,-29.3282,31.2895,63.0,77,100,2.95
424,Vila Velha,BR,2021-11-20 22:05:14,-20.3297,-40.2925,71.55,95,90,14.0
425,Maceio,BR,2021-11-20 22:08:12,-9.6658,-35.7353,78.24,83,20,6.91
426,Ponta Delgada,PT,2021-11-20 22:06:28,37.7333,-25.6667,67.5,72,20,17.27
