City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
124,Mitchell,US,2021-11-20 21:52:25,43.7094,-98.0298,44.74,56,90,5.01
125,Carnarvon,AU,2021-11-20 21:52:25,-24.8667,113.6333,69.87,83,90,12.66
126,Bangassou,CF,2021-11-20 21:52:25,4.7413,22.8184,72.5,83,90,1.79
127,Hobart,AU,2021-11-20 21:47:33,-42.8794,147.3294,58.12,77,20,1.01
128,Saint-Augustin,CA,2021-11-20 21:52:26,51.226,-58.6502,28.99,59,11,14.25
129,Mildura,AU,2021-11-20 21:51:58,-34.2,142.15,55.08,76,0,12.66
130,Asau,RO,2021-11-20 21:52:26,46.4333,26.4,42.96,64,36,6.38
131,Clarence Town,AU,2021-11-20 21:52:26,-32.5833,151.7833,63.99,98,100,1.5
132,Ibotirama,BR,2021-11-20 21:52:27,-12.1853,-43.2206,77.59,73,94,6.76
133,Kaitangata,NZ,2021-11-20 21:54:27,-46.2817,169.8464,60.31,66,100,3.8
134,Anadyr,RU,2021-11-20 21:54:27,64.75,177.4833,-14.01,75,0,8.95
135,Buraydah,SA,2021-11-20 21:54:28,26.326,43.975,59.45,32,5,6.96
136,Millville,US,2021-11-20 21:54:28,39.4021,-75.0393,46.98,67,100,5.01
137,Cidreira,BR,2021-11-20 21:52:35,-30.1811,-50.2056,66.34,70,0,14.03
138,Rayong,TH,2021-11-20 21:54:28,12.8333,101.4333,80.02,99,83,0.92
139,Porterville,US,2021-11-20 21:53:28,36.0652,-119.0168,67.75,72,40,9.22
140,Fortuna,US,2021-11-20 21:54:29,40.5982,-124.1573,62.42,67,1,1.99
141,Road Town,VG,2021-11-20 21:54:29,18.4167,-64.6167,80.64,78,75,5.75
142,Sitka,US,2021-11-20 21:54:30,57.0531,-135.33,31.89,86,100,11.61
143,Tarpon Springs,US,2021-11-20 21:54:30,28.1461,-82.7568,74.25,73,90,3.0
144,Rosarito,MX,2021-11-20 21:54:30,32.3333,-117.0333,72.09,69,100,7.96
145,Esperance,AU,2021-11-20 21:54:30,-33.8667,121.9,55.24,76,0,17.43
146,Georgetown,MY,2021-11-20 21:54:31,5.4112,100.3354,78.75,89,20,1.99
147,Akyab,MM,2021-11-20 21:54:31,20.15,92.9,74.61,75,33,7.76
148,Souillac,MU,2021-11-20 21:53:16,-20.5167,57.5167,76.35,73,40,8.05
149,Gushikawa,JP,2021-11-20 21:54:32,26.3544,127.8686,73.4,76,75,12.66
150,Saint-Philippe,RE,2021-11-20 21:54:32,-21.3585,55.7679,74.75,72,4,5.68
151,Kapaa,US,2021-11-20 21:54:33,22.0752,-159.319,82.18,70,96,3.0
152,Pizarro,CO,2021-11-20 21:54:34,4.9533,-77.366,78.01,85,98,6.76
153,Thanh Hoa,VN,2021-11-20 21:54:35,19.8,105.7667,72.59,96,30,2.71
154,Hami,CN,2021-11-20 21:54:35,42.8,93.45,25.38,44,0,7.43
155,Okitipupa,NG,2021-11-20 21:54:36,6.5047,4.7839,76.33,95,56,1.63
156,Ola,RU,2021-11-20 21:54:37,59.5833,151.2833,19.36,72,100,13.11
157,Saint George,US,2021-11-20 21:54:37,37.1041,-113.5841,72.07,24,1,3.0
158,Zarubino,RU,2021-11-20 21:54:38,42.63,131.0922,34.65,63,100,10.94
159,Boende,CD,2021-11-20 21:54:38,-0.2167,20.8667,69.51,98,100,2.77
160,Malakal,SS,2021-11-20 21:54:38,9.5334,31.6605,81.75,21,3,9.4
161,Doume,CM,2021-11-20 21:54:39,4.2333,13.45,68.7,96,16,2.37
162,Aksarka,RU,2021-11-20 21:54:39,66.5606,67.7975,12.85,95,100,9.1
163,Chuy,UY,2021-11-20 21:51:00,-33.6971,-53.4616,65.68,71,0,7.87
164,Pisco,PE,2021-11-20 21:45:20,-13.7,-76.2167,69.85,73,0,17.27
165,Olafsvik,IS,2021-11-20 21:54:39,64.8945,-23.7142,36.27,68,100,10.04
166,Carutapera,BR,2021-11-20 21:54:40,-1.195,-46.02,79.9,80,11,8.97
167,Kokemaki,FI,2021-11-20 21:54:40,61.2565,22.3564,36.64,91,26,4.0
168,Huancavelica,PE,2021-11-20 21:54:40,-12.7667,-74.9833,38.48,93,100,2.21
169,Marathon,US,2021-11-20 21:54:41,44.9,-89.7668,43.84,62,40,1.01
170,The Valley,AI,2021-11-20 21:41:12,18.217,-63.0578,80.74,74,40,5.75
171,Cherskiy,RU,2021-11-20 21:54:41,68.75,161.3,-18.78,95,94,0.81
172,Kulhudhuffushi,MV,2021-11-20 21:45:22,6.6221,73.07,81.05,69,30,15.41
173,Hua Hin,TH,2021-11-20 21:54:42,12.5707,99.9588,82.0,78,96,2.86
174,Tezu,IN,2021-11-20 21:54:42,27.9167,96.1667,63.0,45,44,3.44
175,Svetlogorsk,BY,2021-11-20 21:54:42,52.6333,29.7333,40.8,82,71,11.81
176,Norman Wells,CA,2021-11-20 21:54:43,65.282,-126.8329,-3.96,77,40,2.3
177,Saratoga Springs,US,2021-11-20 21:54:43,43.0831,-73.7846,42.1,67,100,4.07
178,Tabou,CI,2021-11-20 21:56:44,4.423,-7.3528,80.02,87,8,6.33
179,Mount Gambier,AU,2021-11-20 21:56:44,-37.8333,140.7667,51.71,82,37,5.75
180,Aguimes,ES,2021-11-20 21:56:44,27.9054,-15.4461,61.43,73,20,5.75
181,Nenita,PH,2021-11-20 21:56:45,12.4917,124.8044,76.03,95,34,3.74
182,Logatec,SI,2021-11-20 21:56:45,45.9144,14.2258,49.39,90,5,1.77
183,Namibe,AO,2021-11-20 21:56:45,-15.1961,12.1522,67.06,81,43,4.61
184,Yarada,IN,2021-11-20 21:56:45,17.65,83.2667,79.12,94,40,4.61
185,Inhambane,MZ,2021-11-20 21:56:46,-23.865,35.3833,73.74,75,99,10.69
186,Valdosta,US,2021-11-20 21:56:46,30.8327,-83.2785,67.98,68,75,6.91
187,Liverpool,GB,2021-11-20 21:56:46,53.4106,-2.9779,49.95,82,40,7.0
188,Puerto Madero,MX,2021-11-20 21:56:47,14.7208,-92.4215,88.0,74,40,8.05
189,Khatanga,RU,2021-11-20 21:56:47,71.9667,102.5,-21.23,100,100,4.21
190,Coquimbo,CL,2021-11-20 21:56:47,-29.9533,-71.3436,60.53,77,40,12.66
191,Kodiak,US,2021-11-20 21:56:48,57.79,-152.4072,35.11,75,90,21.85
192,Saint-Louis,SN,2021-11-20 21:56:48,16.3333,-15.0,87.44,19,71,10.42
193,Nikolskoye,RU,2021-11-20 21:56:48,59.7035,30.7861,37.87,85,29,9.46
194,Chongwe,ZM,2021-11-20 21:56:49,-15.3292,28.682,68.29,78,74,3.13
195,Avera,US,2021-11-20 21:52:56,33.194,-82.5271,62.47,43,10,6.44
196,Basoko,CD,2021-11-20 21:56:50,1.2391,23.616,71.53,95,59,3.44
197,Pacocha,PE,2021-11-20 21:56:51,-17.5833,-71.3333,68.14,73,0,10.36
198,Sabang,ID,2021-11-20 21:56:51,5.8933,95.3214,80.76,80,100,16.26
199,Farafangana,MG,2021-11-20 21:56:53,-22.8167,47.8333,74.46,87,6,9.84
200,Ust-Maya,RU,2021-11-20 21:56:53,60.4167,134.5333,-27.69,100,94,0.45
201,Nortelandia,BR,2021-11-20 21:56:53,-14.4547,-56.8028,74.68,93,74,2.51
202,Beisfjord,NO,2021-11-20 21:56:53,68.3751,17.5988,31.24,94,100,6.69
203,Kuznechnoye,RU,2021-11-20 21:56:54,61.12,29.8686,34.68,78,88,8.9
204,College,US,2021-11-20 21:56:54,64.8569,-147.8028,-1.1,78,1,0.0
205,Bure,ET,2021-11-20 21:56:54,10.7,37.0667,56.86,69,13,5.23
206,Carolina,PR,2021-11-20 21:56:55,18.3808,-65.9574,83.75,75,40,12.66
207,Cairns,AU,2021-11-20 21:56:55,-16.9167,145.7667,81.95,74,1,10.36
208,Butaritari,KI,2021-11-20 21:56:55,3.0707,172.7902,81.63,68,100,13.94
209,Nisia Floresta,BR,2021-11-20 21:56:56,-6.0911,-35.2086,82.78,72,100,9.24
210,Richards Bay,ZA,2021-11-20 21:56:56,-28.783,32.0377,66.43,72,100,3.58
211,Vardo,NO,2021-11-20 21:56:56,70.3705,31.1107,31.82,63,92,28.7
212,Neosho,US,2021-11-20 21:56:57,36.869,-94.368,63.79,49,100,8.99
213,Manzanillo,CU,2021-11-20 21:56:57,20.3433,-77.1167,81.63,65,99,1.52
214,Hot Springs,US,2021-11-20 21:55:56,34.5037,-93.0552,64.71,40,80,4.0
215,Luganville,VU,2021-11-20 21:53:02,-15.5333,167.1667,81.23,73,100,1.72
216,Half Moon Bay,US,2021-11-20 21:56:58,37.4636,-122.4286,70.77,54,1,3.0
217,Inuvik,CA,2021-11-20 21:56:58,68.3499,-133.7218,5.04,85,75,2.3
218,Valleyview,CA,2021-11-20 21:56:58,55.0667,-117.2859,5.04,78,100,6.91
219,Saint-Pierre,RE,2021-11-20 21:56:59,-21.3393,55.4781,74.84,65,0,5.75
220,Filadelfia,US,2021-11-20 21:53:10,39.9523,-75.1638,47.05,59,1,5.01
221,Rawson,AR,2021-11-20 21:56:02,-43.3002,-65.1023,76.75,32,59,27.31
222,Takoradi,GH,2021-11-20 21:56:59,4.8845,-1.7554,80.44,88,13,6.06
223,Willowmore,ZA,2021-11-20 21:56:59,-33.2926,23.4895,54.46,82,92,18.79
224,Celestun,MX,2021-11-20 21:57:00,20.8667,-90.4,77.88,83,100,15.08
225,Ambilobe,MG,2021-11-20 21:59:00,-13.2,49.05,73.98,80,48,3.58
226,Huamachuco,PE,2021-11-20 21:59:00,-7.8,-78.0667,58.89,48,100,4.09
227,Thompson,CA,2021-11-20 21:59:01,55.7435,-97.8558,19.56,79,90,13.8
228,Gatton,AU,2021-11-20 21:59:01,-27.55,152.2833,75.13,68,100,3.24
229,Gat,IL,2021-11-20 21:59:01,31.61,34.7642,60.4,75,89,3.56
230,Upernavik,GL,2021-11-20 21:57:21,72.7868,-56.1549,5.85,79,96,8.59
231,Estancia,BR,2021-11-20 21:59:02,-11.2683,-37.4383,81.88,83,85,6.4
232,Bengkulu,ID,2021-11-20 21:59:02,-3.8004,102.2655,75.31,89,100,3.87
233,Tortoli,IT,2021-11-20 21:59:02,39.9256,9.6572,49.98,79,0,3.33
234,Castro,BR,2021-11-20 21:59:03,-24.7911,-50.0119,61.84,84,33,7.16
235,Dolores,AR,2021-11-20 21:59:03,-36.3132,-57.6792,74.59,47,3,11.54
236,Dicabisagan,PH,2021-11-20 21:59:03,17.0818,122.4157,76.89,90,97,6.4
237,Port Hardy,CA,2021-11-20 21:59:04,50.6996,-127.4199,44.78,93,90,4.61
238,San Policarpo,PH,2021-11-20 21:54:30,12.1791,125.5072,80.71,83,84,5.14
239,Tripoli,LY,2021-11-20 21:56:19,32.8752,13.1875,65.97,66,88,6.93
240,Dingle,PH,2021-11-20 21:59:04,10.9995,122.6711,76.19,91,50,3.71
241,San Cristobal,VE,2021-11-20 21:59:04,7.7669,-72.225,78.98,71,92,0.56
242,Berliste,RO,2021-11-20 21:59:05,44.9867,21.4631,46.18,92,9,3.6
243,Uravakonda,IN,2021-11-20 21:59:05,14.95,77.2667,72.03,91,100,7.16
244,Oktyabrskiy,RU,2021-11-20 21:59:13,54.4815,53.471,32.18,95,100,21.16
245,Doka,SD,2021-11-20 21:59:13,13.5167,35.7667,76.32,19,0,10.58
246,Kopavogur,IS,2021-11-20 21:59:13,64.1123,-21.913,32.22,74,0,5.75
247,Carballo,ES,2021-11-20 21:59:14,43.213,-8.691,53.91,89,16,2.01
248,San Quintin,MX,2021-11-20 21:59:14,30.4833,-115.95,64.47,73,100,12.06
249,Maldonado,UY,2021-11-20 21:59:14,-34.6667,-54.9167,70.99,63,0,2.86
250,Vao,NC,2021-11-20 21:59:15,-22.6667,167.4833,73.33,77,41,16.98
251,Arlit,NE,2021-11-20 21:59:15,18.7369,7.3853,79.75,17,48,9.71
252,Makiwalo,PH,2021-11-20 21:59:15,12.5101,124.706,76.64,93,33,4.32
253,Kahului,US,2021-11-20 21:59:16,20.8947,-156.47,87.06,76,10,5.01
254,Nakamura,JP,2021-11-20 21:59:16,32.9833,132.9333,54.54,83,100,3.38
255,Lanivtsi,UA,2021-11-20 21:59:16,49.8633,26.0908,46.51,86,82,16.28
256,Taunggyi,MM,2021-11-20 21:59:17,20.7833,97.0333,52.39,88,15,1.28
257,Longyearbyen,SJ,2021-11-20 21:59:17,78.2186,15.6401,8.44,78,40,4.61
258,Nouadhibou,MR,2021-11-20 21:59:17,20.931,-17.0347,69.78,78,100,6.91
259,Belyy Yar,RU,2021-11-20 21:59:18,53.6039,91.3903,22.89,74,0,8.95
260,Talnakh,RU,2021-11-20 21:59:18,69.4865,88.3972,-19.12,93,30,9.35
261,Tessalit,ML,2021-11-20 21:59:18,20.1986,1.0114,74.61,25,69,9.46
262,Sibu,MY,2021-11-20 21:59:19,2.3,111.8167,77.31,94,40,1.99
263,Damaturu,NG,2021-11-20 21:59:19,11.747,11.9608,76.46,22,3,9.13
264,Menongue,AO,2021-11-20 21:59:19,-14.6585,17.691,62.35,89,100,6.11
265,Raudeberg,NO,2021-11-20 21:59:20,61.9875,5.1352,39.87,87,75,7.0
266,Ribeira Grande,PT,2021-11-20 21:59:20,38.5167,-28.7,66.6,72,75,26.46
267,Yuci,CN,2021-11-20 21:59:20,37.6803,112.7319,35.35,30,0,8.95
268,Lewiston,US,2021-11-20 21:59:21,44.1003,-70.2148,40.23,65,31,1.01
269,Langsa,ID,2021-11-20 21:59:21,4.4683,97.9683,75.6,95,100,1.77
270,Praia Da Vitoria,PT,2021-11-20 22:01:21,38.7333,-27.0667,66.76,75,97,23.71
271,Morondava,MG,2021-11-20 22:01:21,-20.2833,44.2833,78.49,72,56,9.62
272,Da Nang,VN,2021-11-20 22:00:49,16.0678,108.2208,73.38,94,20,1.14
273,San Carlos De Bariloche,AR,2021-11-20 21:57:07,-41.1456,-71.3082,70.45,37,40,25.32
274,Najran,SA,2021-11-20 22:01:22,17.4924,44.1277,66.7,60,1,5.79
275,Alice Springs,AU,2021-11-20 21:58:01,-23.7,133.8833,67.55,73,40,17.27
276,Turan,VN,2021-11-20 22:01:22,16.0678,108.2208,73.38,94,20,1.14
277,Gravdal,NO,2021-11-20 22:01:23,68.1214,13.5031,34.79,64,96,28.99
278,Sayyan,YE,2021-11-20 22:01:23,15.1718,44.3244,54.91,55,5,1.59
279,Burla,IN,2021-11-20 22:01:25,21.5,83.8667,73.35,83,9,3.44
280,Corn Island,NI,2021-11-20 22:01:25,12.1694,-83.0418,81.0,80,100,18.39
281,Bethel,US,2021-11-20 22:01:25,41.3712,-73.414,42.55,49,100,4.12
282,Xinxiang,CN,2021-11-20 22:01:26,35.3089,113.8672,45.99,91,35,3.06
283,Madoc,CA,2021-11-20 22:01:26,44.5084,-77.4745,42.04,76,100,5.61
284,Warri,NG,2021-11-20 22:01:27,5.5167,5.75,77.16,92,73,4.52
285,Ampanihy,MG,2021-11-20 22:01:27,-24.7,44.75,69.49,90,56,6.13
286,Chunian,PK,2021-11-20 22:01:27,30.964,73.9803,61.27,24,0,4.63
287,Marquette,US,2021-11-20 22:01:28,46.5333,-87.6335,36.84,62,97,7.11
288,Ancud,CL,2021-11-20 21:59:49,-41.8697,-73.8203,63.93,81,97,10.13
289,Pacific Grove,US,2021-11-20 21:56:55,36.6177,-121.9166,71.58,71,11,7.0
290,Scarborough,GB,2021-11-20 22:01:28,54.2797,-0.4044,47.53,83,64,1.01
291,Dunedin,NZ,2021-11-20 22:01:29,-45.8742,170.5036,60.4,63,97,2.39
292,Lompoc,US,2021-11-20 22:00:53,34.6391,-120.4579,78.01,65,69,14.0
